rebalance_date,next_rebalance_date,gross_return,cost,net_return,turnover,missing_tickers,cash_weight,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,target_n,weighting_mode,portfolio_mode,equity,equity_value_usd,bench_return,benchmark_equity,benchmark_value_usd,target_stock_names
2025-07-31,2025-08-29,0.010822396451140304,0.0025,0.008322396451140303,0.5,0,0.0,rebalance,1,2025-08-29,3,conviction_curve,concentrated_alpha,5.469416324137769,546941.6324137769,0.028459396506257617,2.1942997472406818,219429.9747240682,3
2025-08-29,2025-09-30,-0.004445452157495767,0.005,-0.009445452157495766,1.0,0,0.0,rebalance,1,2025-09-30,3,conviction_curve,concentrated_alpha,5.417755213918699,541775.5213918699,0.04608497492027164,2.295423996059827,229542.3996059827,3
2025-09-30,2025-10-31,-0.04870619326015617,0.0023849346090274175,-0.051091127869183586,0.4769869218054835,0,0.0,rebalance,1,2025-10-31,3,conviction_curve,concentrated_alpha,5.140955989520443,514095.5989520443,0.020975384431994426,2.343571396811607,234357.1396811607,3
2025-10-31,2025-11-28,-0.024347900145931578,0.003438167850797805,-0.027786067996729384,0.687633570159561,0,0.0,rebalance,1,2025-11-28,3,conviction_curve,concentrated_alpha,4.998109036827436,499810.90368274355,-0.005741414512906551,2.33011598198192,233011.598198192,3
2025-11-28,2025-12-31,0.14475166023450536,0.0040079733085916095,0.14074368692591374,0.8015946617183218,0,0.0,rebalance,1,2025-12-31,3,conviction_curve,concentrated_alpha,5.701561330328257,570156.1330328257,0.006728678938970667,2.345794584315241,234579.45843152408,3
2025-12-31,2026-01-30,0.0668448364678669,0.0005664354432602024,0.0662784010246067,0.11328708865204047,0,0.0,rebalance,1,2026-01-30,3,conviction_curve,concentrated_alpha,6.079451698646143,607945.1698646144,0.017200629294871872,2.3861437273619654,238614.37273619656,3
2026-01-30,2026-02-27,0.06524321294961899,0.004075786017251619,0.06116742693236737,0.8151572034503238,0,0.0,rebalance,1,2026-02-27,3,conviction_curve,concentrated_alpha,6.451316116211938,645131.6116211938,-0.013591459254290061,2.3537125521166455,235371.25521166457,3
2026-02-27,2026-03-31,0.025454904426988077,0.005,0.020454904426988076,1.0,0,0.0,rebalance,1,2026-03-31,3,conviction_curve,concentrated_alpha,6.583277170797341,658327.7170797342,-0.044509868315890766,2.2489491163684745,224894.91163684745,3
2019-04-30,2019-05-31,0.012671701442502403,0.0025,0.010171701442502403,0.5,0,0.0,initial_rebalance,1,2019-05-31,3,winner_take_all,concentrated_alpha,1.0101717014425025,101017.17014425025,-0.06131893163869451,0.9386810683613055,93868.10683613055,3
2019-05-31,2019-06-28,0.07224000691002486,0.005,0.06724000691002485,1.0,0,0.0,rebalance,1,2019-06-28,3,winner_take_all,concentrated_alpha,1.078095653627808,107809.56536278079,0.08011805644118142,1.0138863711765451,101388.6371176545,3
2019-06-28,2019-07-31,0.01582498576658886,0.0,0.01582498576658886,0.0,0,0.0,rebalance,1,2019-07-31,3,winner_take_all,concentrated_alpha,1.0951565020014893,109515.65020014893,-0.0036331987329345505,1.0102027204974469,101020.27204974469,3
2019-07-31,2019-08-30,0.008875470381938255,0.005,0.003875470381938255,1.0,0,0.0,rebalance,1,2019-08-30,3,winner_take_all,concentrated_alpha,1.0994007485885833,109940.07485885832,-0.01601118650035893,0.9940281763363923,99402.81763363924,3
2019-08-30,2019-09-30,-0.041546571565122536,0.0,-0.041546571565122536,0.0,0,0.0,rebalance,1,2019-09-30,3,winner_take_all,concentrated_alpha,1.0537244167085984,105372.44167085984,0.011691962549935209,1.0056503165476978,100565.03165476977,3
2019-09-30,2019-10-31,0.023581172534742123,0.005,0.018581172534742122,1.0,0,0.0,rebalance,1,2019-10-31,3,winner_take_all,concentrated_alpha,1.0733038518995315,107330.38518995314,0.043077969560411544,1.0489716902723578,104897.16902723578,3
2019-10-31,2019-11-29,0.024530260617098287,0.005,0.019530260617098286,1.0,0,0.0,rebalance,1,2019-11-29,3,winner_take_all,concentrated_alpha,1.094265755848465,109426.57558484649,0.01531182851795454,1.0650333649139971,106503.3364913997,3
2019-11-29,2019-12-31,0.03396515201113681,0.005,0.02896515201113681,1.0,0,0.0,rebalance,1,2019-12-31,3,winner_take_all,concentrated_alpha,1.1259613298071973,112596.13298071973,0.046238282266118924,1.114278678263725,111427.8678263725,3
2019-12-31,2020-01-31,0.06245532017055333,0.0,0.06245532017055333,0.0,0,0.0,rebalance,1,2020-01-31,3,winner_take_all,concentrated_alpha,1.196283605159968,119628.36051599678,-0.0027410715656029927,1.1112243606625787,111122.43606625787,3
2020-01-31,2020-02-28,-0.06245278674827959,0.0,-0.06245278674827959,0.0,0,0.0,rebalance,1,2020-02-28,3,winner_take_all,concentrated_alpha,1.1215723602764494,112157.23602764493,-0.048843923519200194,1.0569478029777035,105694.78029777035,3
2020-02-28,2020-03-31,-0.22734107703994444,0.0,-0.22734107703994444,0.0,0,0.0,rebalance,1,2020-03-31,3,winner_take_all,concentrated_alpha,0.8665928919129687,86659.28919129688,-0.20054494325665084,0.8449822658042982,84498.22658042982,3
2020-03-31,2020-04-30,0.16530471700316007,0.0,0.16530471700316007,0.0,0,0.0,rebalance,1,2020-04-30,3,winner_take_all,concentrated_alpha,1.0098447846675922,100984.47846675922,0.1458044930176079,0.9681844766787635,96818.44766787635,3
2020-04-30,2020-05-29,0.24258870438994018,0.005,0.23758870438994018,1.0,0,0.0,rebalance,1,2020-05-29,3,winner_take_all,concentrated_alpha,1.2497724986917036,124977.24986917037,0.07949242416213598,1.0451478077661074,104514.78077661074,3
2020-05-29,2020-06-30,0.07832249222667476,0.0,0.07832249222667476,0.0,0,0.0,rebalance,1,2020-06-30,3,winner_take_all,concentrated_alpha,1.3476577955055964,134765.77955055964,0.019677785668236414,1.065714002318956,106571.40023189559,3
2020-06-30,2020-07-31,0.12727467817669424,0.0,0.12727467817669424,0.0,0,0.0,rebalance,1,2020-07-31,3,winner_take_all,concentrated_alpha,1.5191805077208844,151918.05077208843,0.0573677893101745,1.1268516586688926,112685.16586688926,3
2020-07-31,2020-08-31,0.25637384913622974,0.0,0.25637384913622974,0.0,0,0.0,rebalance,1,2020-08-31,3,winner_take_all,concentrated_alpha,1.9086586620180193,190865.86620180192,0.07043018748804863,1.2062160322601614,120621.60322601614,3
2020-08-31,2020-09-30,-0.043247300951513745,0.005,-0.04824730095151374,1.0,0,0.0,rebalance,1,2020-09-30,3,winner_take_all,concentrated_alpha,1.8165710331379223,181657.10331379223,-0.04135652814994395,1.1563311249670802,115633.11249670802,3
2020-09-30,2020-10-30,0.14601590400837772,0.005,0.1410159040083777,1.0,0,0.0,rebalance,1,2020-10-30,3,winner_take_all,concentrated_alpha,2.0727364395712993,207273.64395712994,-0.02087079981069584,1.1321975695430155,113219.75695430156,3
2020-10-30,2020-11-30,0.03663984287947386,0.005,0.03163984287947386,1.0,0,0.0,rebalance,1,2020-11-30,3,winner_take_all,concentrated_alpha,2.1383174948498955,213831.74948498956,0.10640014017110544,1.2526635496437772,125266.35496437772,3
2020-11-30,2020-12-31,0.04198382036602699,0.005,0.036983820366026994,1.0,0,0.0,rebalance,1,2020-12-31,3,winner_take_all,concentrated_alpha,2.217400644964957,221740.0644964957,0.010430176521181167,1.2657290515882111,126572.90515882112,3
2020-12-31,2021-01-29,0.026978965953664558,0.0,0.026978965953664558,0.0,0,0.0,rebalance,1,2021-01-29,3,winner_take_all,concentrated_alpha,2.2772238214711003,227722.38214711004,0.019783011092645797,1.2907689834560647,129076.89834560647,3
2021-01-29,2021-02-26,0.06295331215533073,0.005,0.057953312155330734,1.0,0,0.0,rebalance,1,2021-02-26,3,winner_take_all,concentrated_alpha,2.4091964844443705,240919.64844443704,0.03390692818493535,1.3345349946814515,133453.49946814516,3
2021-02-26,2021-03-31,0.06270633544210136,0.005,0.05770633544210136,1.0,0,0.0,rebalance,1,2021-03-31,3,winner_take_all,concentrated_alpha,2.5482223849216488,254822.23849216488,0.03025511171709616,1.3749115000359131,137491.15000359132,3
2021-03-31,2021-04-30,0.029514438980865032,0.0,0.029514438980865032,0.0,0,0.0,rebalance,1,2021-04-30,3,winner_take_all,concentrated_alpha,2.6234317390110933,262343.1739011093,0.04298397709378654,1.4340106644594406,143401.06644594404,3
2021-04-30,2021-05-28,0.0757023115697677,0.005,0.0707023115697677,1.0,0,0.0,rebalance,1,2021-05-28,3,winner_take_all,concentrated_alpha,2.8089144272046727,280891.4427204673,0.0022372431821326977,1.437218895041608,143721.8895041608,3
2021-05-28,2021-06-30,0.12440086370093084,0.005,0.11940086370093084,1.0,0,0.0,rebalance,1,2021-06-30,3,winner_take_all,concentrated_alpha,3.1443012358749165,314430.12358749163,0.02805780049690143,1.4775440960690627,147754.40960690627,3
2021-06-30,2021-07-30,0.05494804271554754,0.005,0.04994804271554754,1.0,0,0.0,rebalance,1,2021-07-30,3,winner_take_all,concentrated_alpha,3.301352928314946,330135.2928314946,0.015560401301869975,1.500535275145106,150053.52751451058,3
2021-07-30,2021-08-31,-0.10768032001689865,0.005,-0.11268032001689865,1.0,0,0.0,rebalance,1,2021-08-31,3,winner_take_all,concentrated_alpha,2.9293554238636923,292935.54238636926,0.031211535480812236,1.5473692851255079,154736.92851255077,3
2021-08-31,2021-09-30,-0.05825886173354111,0.005,-0.06325886173354112,1.0,0,0.0,rebalance,1,2021-09-30,3,winner_take_all,concentrated_alpha,2.7440477341371,274404.77341371,-0.03692455278299067,1.4902333662821126,149023.33662821125,3
2021-09-30,2021-10-29,-0.04046688784737462,0.005,-0.04546688784737462,1.0,0,0.0,rebalance,1,2021-10-29,3,winner_take_all,concentrated_alpha,2.619284423561246,261928.4423561246,0.058900078952683455,1.5780082292140523,157800.82292140523,3
2021-10-29,2021-11-30,-0.038295734800200765,0.005,-0.04329573480020076,1.0,0,0.0,rebalance,1,2021-11-30,3,winner_take_all,concentrated_alpha,2.5058805797924415,250588.05797924416,-0.0218112695533057,1.54358986636933,154358.986636933,3
2021-11-30,2021-12-31,0.01625085626073952,0.005,0.01125085626073952,1.0,0,0.0,rebalance,1,2021-12-31,3,winner_take_all,concentrated_alpha,2.5340738820022652,253407.38820022653,0.06282239909240794,1.6405618849893806,164056.18849893805,3
2021-12-31,2022-01-31,0.04312221732773214,0.005,0.03812221732773214,1.0,0,0.0,rebalance,1,2022-01-31,3,winner_take_all,concentrated_alpha,2.6306783972564856,263067.8397256486,-0.05212485614690532,1.5550478327342132,155504.78327342132,3
2022-01-31,2022-02-28,-0.05413555270161152,0.005,-0.05913555270161152,1.0,0,0.0,rebalance,1,2022-02-28,3,winner_take_all,concentrated_alpha,2.4751117762545336,247511.17762545336,-0.052848979663656315,1.4728651414460299,147286.514144603,3
2022-02-28,2022-03-31,0.0038285580943688835,0.005,-0.0011714419056311166,1.0,0,0.0,rebalance,1,2022-03-31,3,winner_take_all,concentrated_alpha,2.472212326598708,247221.2326598708,0.05563992884777025,1.554815253118448,155481.5253118448,3
2022-03-31,2022-04-29,-0.1237634588516161,0.005,-0.1287634588516161,1.0,0,0.0,rebalance,1,2022-04-29,3,winner_take_all,concentrated_alpha,2.153881716410257,215388.1716410257,-0.08589793790393885,1.4212598290539826,142125.98290539827,3
2022-04-29,2022-05-31,0.06575965764359593,0.005,0.06075965764359593,1.0,0,0.0,rebalance,1,2022-05-31,3,winner_take_all,concentrated_alpha,2.2847508321041454,228475.08321041454,-0.013031299183227651,1.4027389670044772,140273.89670044772,3
2022-05-31,2022-06-30,-0.06423555782153656,0.005,-0.06923555782153656,1.0,0,0.0,rebalance,1,2022-06-30,3,winner_take_all,concentrated_alpha,2.1265648337601952,212656.48337601952,-0.06727250117647621,1.3083732081963795,130837.32081963794,3
2022-06-30,2022-07-29,-0.07567434711873611,0.005,-0.08067434711873611,1.0,0,0.0,rebalance,1,2022-07-29,3,winner_take_all,concentrated_alpha,1.9550056041909278,195500.56041909277,0.07667312362593548,1.4086902689372822,140869.0268937282,3
2022-07-29,2022-08-31,-0.0027948899362666424,0.005,-0.0077948899362666425,1.0,0,0.0,rebalance,1,2022-08-31,3,winner_take_all,concentrated_alpha,1.9397665506814752,193976.65506814752,-0.03685206002967012,1.3567771305831933,135677.71305831932,3
2022-08-31,2022-09-30,0.01069219920473996,0.005,0.0056921992047399604,1.0,0,0.0,rebalance,1,2022-09-30,3,winner_take_all,concentrated_alpha,1.9508080882986456,195080.80882986457,-0.07270756393612066,1.2581291706142494,125812.91706142495,3
2022-09-30,2022-10-31,0.1834335085733778,0.005,0.1784335085733778,1.0,0,0.0,rebalance,1,2022-10-31,3,winner_take_all,concentrated_alpha,2.2988976200470965,229889.76200470966,0.048300497766710304,1.318897435809736,131889.74358097362,3
2022-10-31,2022-11-30,0.0364336785581898,0.0,0.0364336785581898,0.0,0,0.0,rebalance,1,2022-11-30,3,winner_take_all,concentrated_alpha,2.38265491697408,238265.491697408,0.057174347138300385,1.3943045356445363,139430.45356445364,3
2022-11-30,2022-12-30,-0.0355761176817897,0.005,-0.040576117681789696,1.0,0,0.0,rebalance,1,2022-12-30,3,winner_take_all,concentrated_alpha,2.2859760306678445,228597.60306678445,-0.06192215514513433,1.3079661938687908,130796.61938687907,3
2022-12-30,2023-01-31,0.0959957789752417,0.0,0.0959957789752417,0.0,0,0.0,rebalance,1,2023-01-31,3,winner_take_all,concentrated_alpha,2.505420080450535,250542.00804505352,0.07715983201451837,1.4088886456683756,140888.86456683755,3
2023-01-31,2023-02-28,-0.05315765941030448,0.005,-0.05815765941030448,1.0,0,0.0,rebalance,1,2023-02-28,3,winner_take_all,concentrated_alpha,2.3597107127319554,235971.07127319556,-0.040740821662406224,1.3514893646130113,135148.93646130114,3
2023-02-28,2023-03-31,0.04537153300800645,0.005,0.04037153300800645,1.0,0,0.0,rebalance,1,2023-03-31,3,winner_take_all,concentrated_alpha,2.45497585166036,245497.585166036,0.04381243056240969,1.410701398555954,141070.1398555954,3
2023-03-31,2023-04-28,0.013433936189081619,0.0,0.013433936189081619,0.0,0,0.0,rebalance,1,2023-04-28,3,winner_take_all,concentrated_alpha,2.487955840597302,248795.5840597302,0.010512763940443648,1.4255317693494265,142553.17693494266,3
2023-04-28,2023-05-31,0.17201023282853312,0.005,0.1670102328285331,1.0,0,0.0,rebalance,1,2023-05-31,3,winner_take_all,concentrated_alpha,2.9034699248025664,290346.99248025665,0.012752317130812818,1.443710602552219,144371.0602552219,3
2023-05-31,2023-06-30,0.048709789912750656,0.0,0.048709789912750656,0.0,0,0.0,rebalance,1,2023-06-30,3,winner_take_all,concentrated_alpha,3.0448973348576893,304489.73348576896,0.055571875992058706,1.5239403091256714,152394.03091256713,3
2023-06-30,2023-07-31,0.031006548206660378,0.0,0.031006548206660378,0.0,0,0.0,rebalance,1,2023-07-31,3,winner_take_all,concentrated_alpha,3.139309090855286,313930.9090855286,0.027188318494295816,1.5653736836164758,156537.3683616476,3
2023-07-31,2023-08-31,0.050942201898642514,0.005,0.045942201898642517,1.0,0,0.0,rebalance,1,2023-08-31,3,winner_take_all,concentrated_alpha,3.2835358629296034,328353.58629296033,-0.013319553480323099,1.5445236051208557,154452.36051208558,3
2023-08-31,2023-09-29,-0.04890774313912183,0.0,-0.04890774313912183,0.0,0,0.0,rebalance,1,2023-09-29,3,winner_take_all,concentrated_alpha,3.122945534357348,312294.55343573476,-0.05035243158974001,1.4667530859552693,146675.30859552693,3
2023-09-29,2023-10-31,-0.0365371700225523,0.0,-0.0365371700225523,0.0,0,0.0,rebalance,1,2023-10-31,3,winner_take_all,concentrated_alpha,3.008841942397363,300884.1942397363,-0.011782976828133784,1.4494703683308647,144947.0368330865,3
2023-10-31,2023-11-30,-0.039868912962154224,0.005,-0.04486891296215422,1.0,0,0.0,rebalance,1,2023-11-30,3,winner_take_all,concentrated_alpha,2.873838475167057,287383.8475167057,0.08418635820909626,1.5714959999726377,157149.59999726378,3
2023-11-30,2023-12-29,0.0825271938873986,0.005,0.0775271938873986,1.0,0,0.0,rebalance,1,2023-12-29,3,winner_take_all,concentrated_alpha,3.096639107832399,309663.91078323993,0.03225504556406067,1.6221846750554942,162218.46750554943,3
2023-12-29,2024-01-31,0.07457643917951651,0.005,0.0695764391795165,1.0,0,0.0,rebalance,1,2024-01-31,3,winner_take_all,concentrated_alpha,3.312092230379412,331209.2230379412,0.034443570610795504,1.6780585074545185,167805.85074545184,3
2024-01-31,2024-02-29,0.043758184316817106,0.0,0.043758184316817106,0.0,0,0.0,rebalance,1,2024-02-29,3,winner_take_all,concentrated_alpha,3.457023372670652,345702.3372670652,0.04706095768814511,1.7570295478720674,175702.95478720675,3
2024-02-29,2024-03-28,0.01210769619559171,0.0,0.01210769619559171,0.0,0,0.0,rebalance,1,2024-03-28,3,winner_take_all,concentrated_alpha,3.498879961408008,349887.99614080077,0.020768607847259535,1.79352060552787,179352.060552787,3
2024-03-28,2024-04-30,-0.07124083061569997,0.0,-0.07124083061569997,0.0,0,0.0,rebalance,1,2024-04-30,3,winner_take_all,concentrated_alpha,3.2496168467326734,324961.68467326736,-0.042980527368667976,1.7164341440557096,171643.41440557095,3
2024-04-30,2024-05-31,-0.0044783068890612565,0.005,-0.009478306889061257,1.0,0,0.0,rebalance,1,2024-05-31,3,winner_take_all,concentrated_alpha,3.2188159809874777,321881.5980987478,0.05280777301086581,1.8070752087231032,180707.52087231033,3
2024-05-31,2024-06-28,-0.001395413474490237,0.0,-0.001395413474490237,0.0,0,0.0,rebalance,1,2024-06-28,3,winner_take_all,concentrated_alpha,3.2143244017957033,321432.44017957035,0.03628156111594816,1.8726387183495052,187263.87183495052,3
2024-06-28,2024-07-31,0.01799988151773313,0.005,0.012999881517733129,1.0,0,0.0,rebalance,1,2024-07-31,3,winner_take_all,concentrated_alpha,3.2561102381786062,325611.02381786064,-0.005188955797986838,1.862921678814391,186292.1678814391,3
2024-07-31,2024-08-30,0.08926426215973127,0.005,0.08426426215973126,1.0,0,0.0,rebalance,1,2024-08-30,3,winner_take_all,concentrated_alpha,3.5304839649094735,353048.39649094734,0.01510094222535563,1.8910535514565296,189105.35514565295,3
2024-08-30,2024-09-30,0.09334185855767774,0.005,0.08834185855767773,1.0,0,0.0,rebalance,1,2024-09-30,3,winner_take_all,concentrated_alpha,3.842373479977655,384237.3479977655,0.032523471991868114,1.9525571786724487,195255.71786724488,3
2024-09-30,2024-10-31,0.03530167531254125,0.005,0.030301675312541246,1.0,0,0.0,rebalance,1,2024-10-31,3,winner_take_all,concentrated_alpha,3.958803833597458,395880.3833597458,0.0035121523976351376,1.9594148570490428,195941.48570490428,3
2024-10-31,2024-11-29,0.18571234084856525,0.0,0.18571234084856525,0.0,0,0.0,rebalance,1,2024-11-29,3,winner_take_all,concentrated_alpha,4.694002560495115,469400.25604951155,0.05557010194106948,2.0682997404001044,206829.97404001045,3
2024-11-29,2024-12-31,0.05773989005375224,0.005,0.05273989005375224,1.0,0,0.0,rebalance,1,2024-12-31,3,winner_take_all,concentrated_alpha,4.94156373944766,494156.373944766,-0.02953457413823035,2.007213388377175,200721.3388377175,3
